gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
bông hoa,3,W00336B.mp4;W00336N.mp4;W00336T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),126.7,30.0
kém,3,W01738N.mp4;W01738T.mp4;W01738B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),86.7,30.0
10 000 (mười nghìn),3,D0550B.mp4;D0550N.mp4;D0550T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),79.3,24.0
11,3,D0540B.mp4;D0540N.mp4;D0540T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),182.3,30.0
gián tiếp,3,W01447B.mp4;W01447N.mp4;W01447T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),91.7,30.0
dám làm,3,D0209N.mp4;D0209T.mp4;D0209B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),85.3,30.0
ham chơi,3,D0342B.mp4;D0342T.mp4;D0342N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),107.3,30.0
hay là (hoặc là),3,D0243B.mp4;D0243N.mp4;D0243T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),112.0,30.0
hi sinh,3,W01583B.mp4;W01583N.mp4;W01583T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),89.7,30.0
hi vọng,3,W01584T.mp4;W01584B.mp4;W01584N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),73.0,30.0
chuẩn bị,3,W00662B.mp4;W00662N.mp4;W00662T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),78.7,30.0
12,3,D0541B.mp4;D0541N.mp4;D0541T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),155.7,30.0
bút màu,3,W00383B.mp4;W00383N.mp4;W00383T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),151.0,30.0
23,3,D0542N.mp4;D0542T.mp4;D0542B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),116.7,24.0
cần không?,3,D0122T.mp4;D0122B.mp4;D0122N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),82.0,30.0
dân tộc,3,W00988B.mp4;W00988T.mp4;W00988N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),79.3,30.0
hiểu,3,W01591B.mp4;W01591N.mp4;W01591T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),99.3,30.0
giúp đỡ,3,W01497B.mp4;W01497N.mp4;W01497T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),95.3,30.0
môn lịch sử,3,W02244B.mp4;W02244N.mp4;W02244T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),104.0,30.0
máy in,3,W02148B.mp4;W02148N.mp4;W02148T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),120.0,30.0
dân tộc thiểu số,3,W00989B.mp4;W00989N.mp4;W00989T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),101.7,30.0
con tôm,3,W00797B.mp4;W00797T.mp4;W00797N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),84.3,30.0
cháu gái,3,W00495B.mp4;W00495N.mp4;W00495T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),87.7,30.0
cháu họ,3,D0154B.mp4;D0154N.mp4;D0154T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),130.7,30.0
cháu ngoại,3,W00496B.mp4;W00496T.mp4;W00496N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),132.0,30.0
cháu nội,3,W00497B.mp4;W00497N.mp4;W00497T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),108.3,30.0
con voi,3,W00803B.mp4;W00803N.mp4;W00803T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),108.7,30.0
mâm ngũ quả,3,W02178B.mp4;W02178N.mp4;W02178T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),105.0,30.0
bạn,3,W00110B.mp4;W00110N.mp4;W00110T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),154.3,30.0
bạn gái,3,W00111B.mp4;W00111N.mp4;W00111T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),173.3,30.0
bạn trai,3,W00112B.mp4;W00112N.mp4;W00112T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),147.0,30.0
châm cứu,3,W00516T.mp4;W00516N.mp4;W00516B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),116.7,30.0
mách,3,D0065B.mp4;D0065N.mp4;D0065T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),116.0,30.0
môn đạo đức,3,W02239B.mp4;W02239T.mp4;W02239N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),103.0,30.0
hoa,3,W01619B.mp4;W01619N.mp4;W01619T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),100.7,30.0
ngày của cha,3,D0055B.mp4;D0055N.mp4;D0055T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),147.7,30.0
hứa,3,D0165B.mp4;D0165N.mp4;D0165T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),147.3,30.0
con ếch,3,W00758B.mp4;W00758N.mp4;W00758T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),92.0,30.0
dây điện,3,W01016B.mp4;W01016N.mp4;W01016T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),108.7,30.0
lạnh lùng,3,D0270N.mp4;D0270T.mp4;D0270B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),107.7,30.0
bản đồ việt nam,3,W00099B.mp4;W00099N.mp4;W00099T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),136.7,30.0
muốn,3,W02221B.mp4;W02221N.mp4;W02221T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),117.3,30.0
muốn không?,3,D0189B.mp4;D0189N.mp4;D0189T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),89.3,30.0
bảng cộng,3,W00119B.mp4;W00119T.mp4;W00119N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),154.0,30.0
giấy,3,W01470B.mp4;W01470N.mp4;W01470T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),115.3,30.0
giấy màu,3,W01472B.mp4;W01472N.mp4;W01472T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),105.3,30.0
cung điện,3,D0182B.mp4;D0182N.mp4;D0182T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),104.0,30.0
bảng nhân,3,W00124B.mp4;W00124N.mp4;W00124T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),147.3,30.0
bảng trừ,3,W00126B.mp4;W00126T.mp4;W00126N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),132.3,30.0
bảng đen,3,W00121B.mp4;W00121N.mp4;W00121T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),152.3,30.0
cỏ,3,W00357N.mp4;W00357B.mp4;W00357T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),79.0,24.0
dép quai hậu,3,W01022B.mp4;W01022T.mp4;W01022N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),99.0,30.0
bảo vệ môi trường,3,W00159B.mp4;W00159N.mp4;W00159T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),161.0,30.0
chính xác,3,W00620B.mp4;W00620N.mp4;W00620T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),89.7,30.0
cố gắng,3,W00820N.mp4;W00820T.mp4;W00820B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),93.7,30.0
giấy nháp,3,W01473B.mp4;W01473N.mp4;W01473T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),115.7,30.0
không cho,3,D0033B.mp4;D0033T.mp4;D0033N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),120.3,30.0
giấy ăn,3,W01471B.mp4;W01471T.mp4;W01471N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),109.7,30.0
chùa,3,W00655B.mp4;W00655N.mp4;W00655T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),120.0,30.0
kí tên,3,W01872B.mp4;W01872N.mp4;W01872T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.7,30.0
bẫy chuột (hành động),3,W00214B.mp4;W00214T.mp4;W00214N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),112.7,30.0
hoa sen,3,W01629B.mp4;W01629N.mp4;W01629T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),111.0,30.0
mã lai (nước ma-lai-xi-a),3,D0223B.mp4;D0223N.mp4;D0223T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),128.7,30.0
màn,3,W02120B.mp4;W02120N.mp4;W02120T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),114.0,30.0
không dám,3,D0210B.mp4;D0210N.mp4;D0210T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),93.0,30.0
lúc nào,3,W02066B.mp4;W02066N.mp4;W02066T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.3,30.0
cá kho,3,W00398B.mp4;W00398N.mp4;W00398T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),123.0,30.0
không hiểu,3,W01840N.mp4;W01840B.mp4;W01840T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),123.3,30.0
loài vật,3,W02024B.mp4;W02024N.mp4;W02024T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),87.3,30.0
không muốn,3,D0190B.mp4;D0190N.mp4;D0190T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),75.0,30.0
bắn bi,3,W00186B.mp4;W00186N.mp4;W00186T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),132.0,30.0
không nghe lời,3,D0031B.mp4;D0031N.mp4;D0031T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),110.7,30.0
môn địa lý,3,W04066B.mp4;W04066N.mp4;W04066T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),98.7,30.0
bắp ngô,3,W00196N.mp4;W00196T.mp4;W00196B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),101.7,30.0
chúc mừng,3,W00663B.mp4;W00663N.mp4;W00663T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),81.7,30.0
chúc thọ,3,W00665B.mp4;W00665N.mp4;W00665T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),110.0,30.0
chúc tết,3,W00664B.mp4;W00664N.mp4;W00664T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),116.0,30.0
hoạt hình,3,W01655B.mp4;W01655N.mp4;W01655T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.3,30.0
không nên,3,D0035B.mp4;D0035N.mp4;D0035T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),88.3,30.0
bắt đền,3,W00198.mp4;W00198B.mp4;W00198N.mp4,B (Miền Bắc / North);N (Miền Nam / South);Neutral / Unspecified,130.7,30.0
dấu huyền,3,D0524B.mp4;D0524N.mp4;D0524T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),129.0,30.0
cái gương,3,W00404B.mp4;W00404T.mp4;W00404N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),188.3,26.0
bẻ ngô,3,W00216B.mp4;W00216T.mp4;W00216N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),127.3,30.0
dấu hỏi,3,D0526B.mp4;D0526N.mp4;D0526T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),113.3,30.0
không quen,3,D0109B.mp4;D0109N.mp4;D0109T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),83.3,30.0
dấu ngã,3,D0527B.mp4;D0527T.mp4;D0527N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),111.3,30.0
mật khẩu,3,W02187B.mp4;W02187N.mp4;W02187T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),117.7,30.0
mắng,3,W02164B.mp4;W02164N.mp4;W02164T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),96.7,30.0
mỗi ngày,3,D0169B.mp4;D0169N.mp4;D0169T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),116.3,30.0
một tiếng,3,D0410B.mp4;D0410N.mp4;D0410T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),98.7,30.0
mới,3,W02264B.mp4;W02264N.mp4;W02264T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),82.7,30.0
mỳ tôm,3,D0080B.mp4;D0080N.mp4;D0080T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),97.3,30.0
mỳ ý,3,D0082B.mp4;D0082N.mp4;D0082T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),101.0,30.0
nghi ngờ,3,W02359B.mp4;W02359N.mp4;W02359T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),110.7,30.0
nghiêm khắc,3,W02373B.mp4;W02373T.mp4;W02373N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),89.3,30.0
nghé,3,W02354B.mp4;W02354N.mp4;W02354T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),92.0,30.0
nghệ thuật,3,W02357B.mp4;W02357N.mp4;W02357T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),86.7,30.0
nghỉ hè,3,W02360B.mp4;W02360N.mp4;W02360T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),112.0,30.0
nghỉ học,3,W02361B.mp4;W02361N.mp4;W02361T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),93.3,30.0
nguy hiểm,3,W02405B.mp4;W02405N.mp4;W02405T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),111.0,30.0
quả dưa hấu,3,W02731B.mp4;W02731N.mp4;W02731T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),83.7,30.0
ngày của mẹ,3,D0054B.mp4;D0054N.mp4;D0054T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),139.3,30.0
ngày gia đình việt nam 28/6,3,D0056B.mp4;D0056N.mp4;D0056T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),169.7,30.0
ngày giải phóng miền nam 30/4,3,D0044B.mp4;D0044N.mp4;D0044T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),138.7,30.0
ngày giải phóng thủ đô 10/10,3,D0043B.mp4;D0043T.mp4;D0043N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),156.7,30.0
ngày giỗ tổ hùng vương (âm lịch 10/3),3,D0051B.mp4;D0051N.mp4;D0051T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),151.3,30.0
ngày nay,3,W02336B.mp4;W02336N.mp4;W02336T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),100.3,30.0
ngày ngôn ngữ kí hiệu quốc tế 23/9,3,D0052B.mp4;D0052T.mp4;D0052N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),118.0,30.0
ngày người khuyết tật thế giới 3/12,3,D0046B.mp4;D0046N.mp4;D0046T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),151.0,30.0
ngày người khuyết tật việt nam 18/4,3,D0045B.mp4;D0045T.mp4;D0045N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),139.3,30.0
ngày phụ nữ việt nam 20/10,3,D0049B.mp4;D0049T.mp4;D0049N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),139.7,30.0
ngày quốc tế lao động,3,W02337B.mp4;W02337N.mp4;W02337T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),165.3,30.0
ngày quốc tế phụ nữ 8/3,3,D0042B.mp4;D0042N.mp4;D0042T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),136.7,30.0
ngày sinh,3,W02338B.mp4;W02338N.mp4;W02338T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),111.7,30.0
ngày thành lập quân đội nhân dân việt nam,3,D0058B.mp4;D0058N.mp4;D0058T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),151.0,30.0
ngày tháng,3,W02329B.mp4;W02329T.mp4;W02329N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),128.0,30.0
ngày thương bình liệt sĩ 27/7,3,D0050B.mp4;D0050N.mp4;D0050T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),122.0,30.0
ngày thầy thuốc việt nam,3,D0057B.mp4;D0057N.mp4;D0057T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),164.0,30.0
ngũ quả,3,W02402B.mp4;W02402N.mp4;W02402T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),112.3,30.0
người lái xe (ô tô),3,W02430B.mp4;W02430N.mp4;W02430T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.3,30.0
người quen,3,W02435B.mp4;W02435N.mp4;W02435T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),95.0,30.0
người xưa,3,W02438B.mp4;W02438N.mp4;W02438T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),115.7,30.0
người xấu,3,W02437B.mp4;W02437N.mp4;W02437T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),98.3,30.0
người yêu,3,W02439B.mp4;W02439N.mp4;W02439T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),119.7,30.0
ngọn cây,3,W02394B.mp4;W02394N.mp4;W02394T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),89.3,30.0
ngồi,3,W02400N.mp4;W02400T.mp4;W02400B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),86.0,30.0
ngữ pháp,3,W03327B.mp4;W03327N.mp4;W03327T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),97.3,30.0
nhiệt kế,3,W02497N.mp4;W02497T.mp4;W02497B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),118.3,30.0
nhà nước,3,W01075B.mp4;W01075N.mp4;W01075T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.3,30.0
nhà trường,3,W02455N.mp4;W02455T.mp4;W02455B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),107.0,30.0
nhà văn hóa,3,D0470B.mp4;D0470N.mp4;D0470T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),109.7,30.0
nhân (toán học),3,W02473B.mp4;W02473N.mp4;W02473T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),78.0,30.0
nhân hậu,3,W02479N.mp4;W02479T.mp4;W02479B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),92.7,30.0
nhãn vở,3,W02461B.mp4;W02461N.mp4;W02461T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),134.3,30.0
nhưng,3,D0242B.mp4;D0242N.mp4;D0242T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),103.0,30.0
nhầm,3,D0060B.mp4;D0060N.mp4;D0060T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),101.0,30.0
nhập ngũ,3,W01259B.mp4;W01259N.mp4;W01259T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),111.7,30.0
nhập trường,3,W02490B.mp4;W02490N.mp4;W02490T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),97.7,30.0
nhật (nước nhật),3,W02492B.mp4;W02492N.mp4;W02492T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),107.0,30.0
no,3,W02520B.mp4;W02520N.mp4;W02520T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),114.3,30.0
nên không?,3,D0123B.mp4;D0123N.mp4;D0123T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),76.7,30.0
nước việt nam,3,W02555B.mp4;W02555N.mp4;W02555T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),84.0,30.0
nước ép trái cây,3,D0396N.mp4;D0396B.mp4;D0396T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),148.0,30.0
nạp điện,3,W02292B.mp4;W02292N.mp4;W02292T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),92.0,30.0
nội dung,3,W02540B.mp4;W02540N.mp4;W02540T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),74.0,30.0
p,3,D0509N.mp4;D0509T.mp4;D0509B.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),77.3,24.0
phi-líp-pin (nước phi-líp-pin),3,W02654B.mp4;W02654N.mp4;W02654T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),86.3,30.0
phim hoạt hình,3,W02656B.mp4;W02656N.mp4;W02656T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),112.0,30.0
phim truyện,3,W02658B.mp4;W02658N.mp4;W02658T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),83.3,30.0
phiên dịch,3,W02651B.mp4;W02651T.mp4;W02651N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),106.0,30.0
phá,3,W02589B.mp4;W02589T.mp4;W02589N.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),119.7,30.0
phó hiệu trưởng,3,D0214B.mp4;D0214N.mp4;D0214T.mp4,B (Miền Bắc / North);N (Miền Nam / South);T (Miền Trung / Central),122.3,30.0
